4.5931080333956482e+182   +  j * 5.3141934107531180e+220
1.9849038459390015e+211   +  j * -3.4052140629275983e-161
1.2112036532974439e-174   +  j * 9.7959309753590293e+04
-5.2466044927774741e-287   +  j * -1.1991418567206215e+288
2.6040321908589402e-06   +  j * 1.2757922344206790e+235
9.8983992713183770e+64   +  j * 2.4004071060620461e+127
3.7251187211639863e-93   +  j * 7.5759187842946011e+161
7.4126822423160521e+197   +  j * 1.6061225582153160e+18
-1.5685402290510618e+145   +  j * -5.6967462852018436e-17
-5.0505130005120724e-120   +  j * -1.9874865183224747e+165
2.3623626629829345e+259   +  j * 8.5997342946691313e-104
-9.9210644029015172e+126   +  j * 8.3689173136467678e+232
-1.7304150626104972e-93   +  j * 1.7954933901663356e+266
6.9968690801809210e+276   +  j * 8.0331542007346068e-260
-4.7620715059152168e+56   +  j * 3.5370489300525179e-167
3.5462693992748240e+157   +  j * 2.2030807395208057e+166
-7.3056353092703668e-166   +  j * 2.5062069906292035e+15
-5.6694745828401232e+247   +  j * -6.1995771412104532e-284
-1.4337611258133495e-293   +  j * 5.8331041506096787e-223
-3.9701328904974429e+226   +  j * 9.0137575126186770e-15
1.3942654037178500e+230   +  j * -1.2906318020503883e-136
3.1458068315120243e+133   +  j * 1.2735445562078632e-292
-1.4399984725358297e-259   +  j * 1.2561698313829328e+156
9.1839495338099918e+213   +  j * -5.2867046245058346e-237
1.0049727518764714e+226   +  j * 9.8998514590226397e-151
-5.0629984671032159e-276   +  j * 1.8529702185086057e+290
-9.2361540702468801e+188   +  j * 1.4539786670262487e-108
-2.3507336763693938e+117   +  j * 2.3202101894203967e-203
-8.2196291337388464e+98   +  j * 1.1993933580738724e-116
-8.9943736978317202e+121   +  j * 2.1699655460379187e-96
-2.2225838560064931e+266   +  j * -1.8972432073832200e+259
1.1049050866973556e-199   +  j * -1.4224241135457225e+191
-9.1905483931687934e-185   +  j * 2.3026910987615531e+70
-1.1374529108601477e-71   +  j * 4.4776840891097903e+147
-7.6494269314836311e+40   +  j * 2.0509981436014425e-249
-1.3081905440027848e-11   +  j * 1.1766982831823263e+233
-8.2008135752703823e-67   +  j * inf
9.1803242162028372e+266   +  j * -1.9222611779300569e+145
-2.1167905007861980e-169   +  j * -3.8287254153433978e-223
-7.8203885145841289e+21   +  j * 1.6394580874688627e-189
-6.7895606933245854e+52   +  j * -3.6645776499604797e+82
-6.0390669373531060e+90   +  j * -3.4810864464980402e-196
-1.7946325209764577e+40   +  j * -3.2375402691686770e+278
1.0044111807805516e+179   +  j * -8.5057793840515873e+93
-6.1374827027264500e-187   +  j * 6.0270316662424332e-237
2.4797566197143154e-157   +  j * 7.3029910388785665e-199
-1.6480889534629837e+156   +  j * -4.4442215797863680e+167
-1.5849324148279296e-302   +  j * -1.0029416383722470e+40
1.0496619691298756e-08   +  j * -2.7031784978201526e+201
1.4652578982860805e-167   +  j * -8.3377328167651102e+286
-8.5903891863476606e-05   +  j * 3.7480026064349549e-142
4.9449065745392763e-202   +  j * 8.2294642731392109e+08
-3.2507149781598251e-223   +  j * -5.0113060962037243e-62
7.7335611636193870e-240   +  j * 6.4469416566167800e-123
2.4548252075392311e-152   +  j * 2.1369418236348776e+174
3.4317779882095388e+202   +  j * -1.9199434847116787e+55
2.9299245266947207e-251   +  j * 2.0964183298485879e+50
2.9725843350990810e+253   +  j * 5.6734972517238262e+37
2.5008205008605875e+17   +  j * -9.1001462032585460e+83
4.7937977176016050e+171   +  j * 2.5798306771926013e-65
3.7087171207633988e+208   +  j * 5.9697812307122070e-80
