NaN  +  j * -inf 
5.3816277166392218e+267  +  j * 3.4737673922893710e-05 
-5.9982984411806515e-102  +  j * 4.6608396419052543e+233 
0.0000000000000000e+00  +  j * -1.9872244898582913e+236 
-inf  +  j * -inf 
7.1948314126096095e+279  +  j * 9.5466370810725721e+274 
-8.8626481691662669e+37  +  j * -2.1073427092249553e-27 
NaN  +  j * -inf 
NaN  +  j *  NaN 
-2.8536774146038600e+105  +  j * 0.0000000000000000e+00 
NaN  +  j * -inf 
1.1306152555024351e+136  +  j * -2.0958927269736382e+184 
inf  +  j * inf 
-1.3523822834813214e+284  +  j * -4.6214210361022698e+273 
-5.1511793016643290e+124  +  j * -5.3889394206740998e-66 
0.0000000000000000e+00  +  j * -1.8064913996543840e-168 
NaN  +  j *  NaN 
inf  +  j * NaN 
6.7342319436557773e+51  +  j * 7.0320864704614635e+239 
4.0723212930870203e+198  +  j * inf 
-8.6981989127840661e+242  +  j * -2.8665750247843606e+236 
-inf  +  j * NaN 
-5.3406536603621450e+163  +  j * 0.0000000000000000e+00 
NaN  +  j *  NaN 
6.9709836906684811e+49  +  j * 1.8199554390615756e+188 
-inf  +  j * NaN 
0.0000000000000000e+00  +  j * -2.8355018380564366e+233 
inf  +  j * NaN 
7.4024683107992199e+76  +  j * -1.7443097594496995e+150 
-9.8440409180573616e+25  +  j * -2.4375114868025623e+256 
NaN  +  j * inf 
9.8319492978322741e+95  +  j * 5.4872567053627776e+154 
0.0000000000000000e+00  +  j * -2.1617176713559241e+163 
8.4451353633668013e+162  +  j * inf 
NaN  +  j * inf 
1.7355264203108350e+52  +  j * -1.4861372069259082e+22 
NaN  +  j * -inf 
-1.1912553652543877e+274  +  j * 0.0000000000000000e+00 
NaN  +  j * -inf 
0.0000000000000000e+00  +  j * 9.2725952393900412e+238 
1.3141630205307493e+175  +  j * -5.5102066827442360e+210 
NaN  +  j * -inf 
3.7559324885761263e+235  +  j * 0.0000000000000000e+00 
NaN  +  j * inf 
-1.0692834336459315e+230  +  j * 0.0000000000000000e+00 
6.0718537509149820e+176  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * -8.3030020769493200e+193 
3.3799417072006516e-94  +  j * 5.3329514782025634e-19 
NaN  +  j *  NaN 
inf  +  j * NaN 
0.0000000000000000e+00  +  j * 1.9830022151598046e-150 
inf  +  j * inf 
5.9020959237008269e-282  +  j * -5.6700554231932298e-295 
0.0000000000000000e+00  +  j * 6.9515591334160373e+175 
-3.9755416710197011e+36  +  j * -2.1584303889988600e+32 
1.5477170359990671e+92  +  j * inf 
0.0000000000000000e+00  +  j * 3.4940553656214310e+262 
0.0000000000000000e+00  +  j * 2.4505859816889820e+89 
-2.5114526679347434e+207  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * 2.4709535293122028e-02 
NaN  +  j * inf 
0.0000000000000000e+00  +  j * -4.5091734430717751e-60 
NaN  +  j *  NaN 
-2.3575631937728994e+68  +  j * -inf 
0.0000000000000000e+00  +  j * 3.8131867334780616e+283 
inf  +  j * NaN 
0.0000000000000000e+00  +  j * -1.2949297685135064e-30 
-4.7155646875906183e+122  +  j * -inf 
-inf  +  j * 1.9732234157211920e+210 
2.7282011534476651e+71  +  j * 2.7617088648754010e+15 
NaN  +  j * -inf 
-2.1399742905136569e+214  +  j * -1.9044428296477311e+147 
NaN  +  j * -inf 
-inf  +  j * NaN 
7.4923190916492707e+293  +  j * -1.1207024630621542e+228 
-2.0948342232351665e+302  +  j * 0.0000000000000000e+00 
inf  +  j * -inf 
NaN  +  j * inf 
-8.4613895727661684e-161  +  j * 1.6770116822915278e-168 
0.0000000000000000e+00  +  j * -8.3383782763422105e+153 
-inf  +  j * NaN 
0.0000000000000000e+00  +  j * -1.5329442794018825e+227 
0.0000000000000000e+00  +  j * 8.8969897539011324e+287 
6.5041478532904989e+305  +  j * -4.3490497055635772e+109 
NaN  +  j * inf 
inf  +  j * inf 
-inf  +  j * -inf 
-4.9616593740435090e+250  +  j * inf 
3.0459671620805871e+145  +  j * 2.3597048524235836e+33 
-inf  +  j * -inf 
NaN  +  j * inf 
-2.2774901193110731e+14  +  j * -inf 
NaN  +  j * inf 
7.8181558940344922e+38  +  j * 2.0921745499751272e+293 
NaN  +  j * -inf 
-inf  +  j * -inf 
inf  +  j * inf 
-inf  +  j * 5.4108526172532152e+296 
inf  +  j * inf 
2.1333494171736187e+304  +  j * -5.4745431134484729e+101 
-1.5732094603370406e+196  +  j * 1.6465878404718338e+19 
5.1857161274435654e+247  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * 4.8400571699877040e+286 
3.9468673223812984e+302  +  j * 0.0000000000000000e+00 
1.3350212776436060e-36  +  j * -6.1040080250389039e+90 
2.8746596427622870e+148  +  j * -4.9917764004222871e+94 
inf  +  j * NaN 
0.0000000000000000e+00  +  j * -1.0470484041405335e+141 
-inf  +  j * -inf 
0.0000000000000000e+00  +  j * -9.2637058983580254e+178 
inf  +  j * NaN 
-5.4259313619262851e+252  +  j * 0.0000000000000000e+00 
inf  +  j * NaN 
inf  +  j * NaN 
-2.3120052773277572e+284  +  j * -2.2401133478971727e-08 
-inf  +  j * -2.8116537381533746e+294 
-1.2641658936588706e+230  +  j * inf 
1.5195537026862269e+70  +  j * 0.0000000000000000e+00 
-inf  +  j * NaN 
2.4969741779810411e+50  +  j * 8.9890914026720901e+265 
0.0000000000000000e+00  +  j * 3.0249565001022268e+115 
inf  +  j * 3.0267160005373722e+165 
-inf  +  j * -inf 
2.5001599856545604e+258  +  j * 6.0061633235068389e+247 
NaN  +  j * -inf 
inf  +  j * NaN 
NaN  +  j * -inf 
-2.0444369684496433e+49  +  j * -3.4463091553996138e+38 
inf  +  j * NaN 
1.3347047265931100e+122  +  j * 2.9284623724910949e+116 
inf  +  j * inf 
-1.3961592261221435e+226  +  j * 4.8788968886217911e+265 
7.7267210537793456e+276  +  j * 1.4696912970566041e+146 
0.0000000000000000e+00  +  j * 1.0044589191862213e+126 
1.5472362293315022e-129  +  j * 1.8611062105738991e-158 
-inf  +  j * 7.7752601862538410e+281 
-inf  +  j * -inf 
2.2916552853235280e+203  +  j * 0.0000000000000000e+00 
-5.3593841270030674e+174  +  j * 8.4742860539178455e+148 
-inf  +  j * -2.6937937772912361e+298 
-inf  +  j * NaN 
NaN  +  j *  NaN 
-3.0510395222102082e+47  +  j * -4.6880060925454727e+44 
1.2988811327384488e+241  +  j * 0.0000000000000000e+00 
-inf  +  j * NaN 
3.7302471784121973e+67  +  j * 2.9798869780780525e+71 
inf  +  j * inf 
-1.2155236266100856e+56  +  j * 2.8449321592440358e-49 
-1.6424954418882593e+196  +  j * -7.7789309226969495e+204 
-6.9988309083661067e+269  +  j * inf 
inf  +  j * -inf 
NaN  +  j * inf 
inf  +  j * inf 
inf  +  j * -2.3557977392927583e+206 
0.0000000000000000e+00  +  j * -1.4841291354531089e+276 
NaN  +  j *  NaN 
1.3899702458397920e+159  +  j * 0.0000000000000000e+00 
3.6616470621162338e+268  +  j * 9.3881211550589746e+128 
2.6332416373647311e-53  +  j * -2.3064717894282893e-245 
2.9139098478779688e+210  +  j * 3.3570380690321833e+209 
-inf  +  j * NaN 
-8.6638895332841964e-22  +  j * -1.1975777535199973e-28 
1.7674542014837719e+273  +  j * 0.0000000000000000e+00 
NaN  +  j *  NaN 
-inf  +  j * inf 
inf  +  j * inf 
-1.1028266182295068e+184  +  j * 6.5407210560535256e+248 
NaN  +  j * -inf 
0.0000000000000000e+00  +  j * -3.8634341581019928e+175 
-6.8617876429507605e+136  +  j * -3.4459958045907074e+218 
-3.4676070500416527e+45  +  j * 0.0000000000000000e+00 
NaN  +  j * inf 
0.0000000000000000e+00  +  j * 9.7657989718252427e+55 
1.3041871250385751e+103  +  j * 1.8477735827852646e+144 
NaN  +  j * -inf 
-5.1187043080439637e-189  +  j * 1.9209374660327128e-193 
inf  +  j * NaN 
NaN  +  j * inf 
-inf  +  j * 1.6625691637202381e+282 
-inf  +  j * -1.8767640966964695e+243 
-6.8202399649770416e-15  +  j * -2.3430493317240763e+158 
-8.7763932577580387e+117  +  j * -inf 
7.4215870381081052e+57  +  j * 0.0000000000000000e+00 
1.3955184298424576e+170  +  j * -1.7522692244246988e+181 
inf  +  j * inf 
0.0000000000000000e+00  +  j * -9.0658474488667332e+169 
-5.8862639469317494e+105  +  j * -4.4802321798743217e+236 
NaN  +  j * inf 
-inf  +  j * -inf 
-5.3643124811808379e-155  +  j * 2.3654214656818041e-137 
NaN  +  j * inf 
0.0000000000000000e+00  +  j * 1.4170201270561985e-229 
NaN  +  j * -inf 
-1.1741626873851980e+198  +  j * 1.3766773636181096e+197 
-2.3732468690651592e+140  +  j * -1.2383316194504780e+257 
-inf  +  j * NaN 
NaN  +  j *  NaN 
8.4431617382724511e+289  +  j * 1.1583050133035360e+216 
NaN  +  j * inf 
-4.0803383056488886e+28  +  j * 3.3531743976965550e-58 
