NaN  +  j * -inf 
9.3381326562877318e-204  +  j * -7.5557758683315846e-201 
inf  +  j * -1.0876068020733842e+115 
-7.1818089558045168e+182  +  j * -7.4791535571727866e-118 
-1.3047402967134826e+133  +  j * -4.9850669248248564e+41 
9.5769218876458261e-126  +  j * 0.0000000000000000e+00 
9.2453252129422381e+64  +  j * 3.3311888975271705e-27 
-inf  +  j * -9.8002848941717530e+196 
-3.9648809190615921e+288  +  j * -inf 
0.0000000000000000e+00  +  j * -1.8109787933109264e+21 
-1.8719896179059744e+95  +  j * 7.4814466920465491e+141 
-5.8157979718781880e-157  +  j * 9.2765757657344737e+84 
1.8513415478155071e-14  +  j * 0.0000000000000000e+00 
-inf  +  j * -4.8339289933824418e+287 
9.0873389758194526e+109  +  j * 1.1750887937077610e-138 
0.0000000000000000e+00  +  j * -2.6805412327922977e+238 
-inf  +  j * NaN 
4.3354588127522105e+103  +  j * -3.0677392130166995e+106 
inf  +  j * NaN 
0.0000000000000000e+00  +  j * -3.6514456289850486e+103 
1.4699070201224512e-93  +  j * 9.0374796773695439e+56 
NaN  +  j * inf 
-1.2140872930976851e+90  +  j * inf 
NaN  +  j *  NaN 
NaN  +  j * -inf 
4.9517828972784823e+34  +  j * 9.3349935193771706e+09 
8.0053095247858278e+88  +  j * -2.5247359454352750e+83 
-2.5502770676465105e-272  +  j * -2.0385804348245503e-269 
2.7056641439509320e+135  +  j * 1.0490267951201653e+85 
5.6913915278252770e+289  +  j * 2.5682337732958233e+234 
NaN  +  j * inf 
NaN  +  j * inf 
-2.3187201345588837e+88  +  j * 6.4965087824323714e+296 
7.6186090358994580e+82  +  j * 0.0000000000000000e+00 
-2.5603642371683877e+286  +  j * -inf 
-inf  +  j * -6.8701700613297161e+76 
-3.5336834813698016e-89  +  j * -1.6919673658988959e+120 
NaN  +  j * -inf 
-6.8206657383707196e-157  +  j * -1.9417536996100529e-180 
-6.7461287812428289e+76  +  j * 5.1422017416287689e+62 
0.0000000000000000e+00  +  j * 3.9398820214666858e-108 
0.0000000000000000e+00  +  j * 1.4696917707033446e-29 
-2.8797613171895753e-123  +  j * 0.0000000000000000e+00 
-7.8289573187501794e+30  +  j * -2.4552295251622309e+41 
inf  +  j * -2.6607123138141689e+44 
-5.3474499980997720e+98  +  j * -5.8213522417537372e+18 
0.0000000000000000e+00  +  j * -5.5539377526028980e+15 
inf  +  j * NaN 
-1.8704869124689944e+166  +  j * -9.0435705437406073e+76 
NaN  +  j * -inf 
NaN  +  j * -inf 
-1.5943152551038676e+151  +  j * 4.1975202058559391e+156 
-1.0244072087904842e+97  +  j * 2.2366077182958361e+71 
inf  +  j * inf 
inf  +  j * -7.1162210006553318e+81 
1.0700496246727728e+221  +  j * 2.0430983293523849e+30 
-9.3265556622048318e+298  +  j * 0.0000000000000000e+00 
inf  +  j * -inf 
0.0000000000000000e+00  +  j * 1.3220512516390825e+220 
0.0000000000000000e+00  +  j * -1.5145652584077501e-15 
-2.9043293328648409e+166  +  j * 4.1513972962812779e+57 
-inf  +  j * inf 
3.4488549930379391e+143  +  j * 0.0000000000000000e+00 
1.5266234262765839e+138  +  j * -8.4067984031149711e+188 
0.0000000000000000e+00  +  j * -2.1922203469813566e-27 
inf  +  j * -5.5935656029730051e+250 
-inf  +  j * 4.1532351880086896e+175 
5.6201159931264902e+34  +  j * inf 
NaN  +  j * -inf 
-2.1943105463237510e+255  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * -3.2207657432879056e+241 
4.5677063061491614e-143  +  j * 8.4600475111431175e-95 
inf  +  j * 4.5526376088194059e+133 
8.0898590710658257e-113  +  j * -2.1428892971320569e-104 
0.0000000000000000e+00  +  j * -5.2608339731138999e-39 
-inf  +  j * NaN 
-inf  +  j * NaN 
1.1173899053029312e-150  +  j * 0.0000000000000000e+00 
1.0700278575820173e+157  +  j * inf 
2.1857599493202370e+289  +  j * 0.0000000000000000e+00 
-inf  +  j * 1.2613985406738781e+294 
7.1522654483970656e+28  +  j * 4.8616736402492231e+121 
inf  +  j * 8.1436363780922652e+78 
5.9021056078472807e+151  +  j * -9.2523872822057420e-40 
NaN  +  j * inf 
-1.0052656487771531e+24  +  j * 9.4160029125866074e+100 
NaN  +  j * inf 
-1.3923929019090247e+126  +  j * 0.0000000000000000e+00 
-inf  +  j * inf 
9.7911403262263217e+131  +  j * 0.0000000000000000e+00 
-1.7687616522802019e+33  +  j * 1.1759247860774829e+116 
1.7333477895901332e-45  +  j * -1.6770981695878311e+115 
-5.1979495314914316e-248  +  j * 7.0718646348085048e-226 
-1.6840851713791226e+307  +  j * 0.0000000000000000e+00 
4.5217808481220296e+135  +  j * 4.1752750589208433e+118 
NaN  +  j *  NaN 
8.7629470027212818e+01  +  j * 0.0000000000000000e+00 
-8.8442983601856948e+248  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * -2.1110167739321121e+40 
6.7767463968765084e+197  +  j * -inf 
