8.6043613929817648e-62  +  j * -7.0391478776294842e-08 
NaN  +  j * inf 
NaN  +  j * inf 
-8.8775275626066632e+174  +  j * -5.6631845064444469e+47 
NaN  +  j *  NaN 
1.5843133114450149e+114  +  j * 0.0000000000000000e+00 
3.3114571914537160e+98  +  j * -1.8836817390564762e+103 
NaN  +  j *  NaN 
-7.8106406121348693e+166  +  j * 3.4957501933735862e+151 
-inf  +  j * inf 
2.3738666535952512e+175  +  j * 1.6175217042543134e+186 
1.4624013230957492e+182  +  j * -9.6830621215003517e+23 
-1.4466330173299136e+264  +  j * 0.0000000000000000e+00 
-2.6953626567039203e-52  +  j * -1.7400320960983680e+28 
6.3072959604101633e+257  +  j * 1.8065928918755120e+203 
inf  +  j * NaN 
3.7892070971651918e+267  +  j * inf 
-5.2295476265537837e-106  +  j * -4.5023225707587202e-107 
-3.2810119303761727e+31  +  j * 2.9539409947506926e+207 
NaN  +  j * inf 
1.0745249252054930e-202  +  j * -1.6690310134167177e-11 
0.0000000000000000e+00  +  j * 3.1213504360555865e+199 
inf  +  j * inf 
0.0000000000000000e+00  +  j * 1.9015126330845474e+118 
inf  +  j * NaN 
-inf  +  j * -inf 
5.7357381379787764e+300  +  j * -1.0444384180412293e+234 
8.3679929304362625e-37  +  j * 1.3983157338661419e+101 
9.3345779860374680e+134  +  j * 1.3223206651995140e+79 
2.6701540199722699e+158  +  j * -inf 
5.1255170193670199e-246  +  j * 0.0000000000000000e+00 
-9.9839280803383217e-18  +  j * -2.5205798254788313e-22 
-inf  +  j * 7.4057434898863835e+263 
-5.2977488648715197e-68  +  j * -4.0041459281556603e+94 
-7.2525729858790443e+264  +  j * inf 
-1.5299254471799212e+52  +  j * -2.6380114805465574e-43 
8.6015249069058558e+244  +  j * inf 
0.0000000000000000e+00  +  j * 5.1556067548096623e+135 
NaN  +  j *  NaN 
-4.9077234432095458e+193  +  j * -2.8504755411808868e+171 
6.2941294891061261e-04  +  j * -5.0359253871128203e+04 
NaN  +  j * inf 
1.7347677943723034e+17  +  j * 0.0000000000000000e+00 
NaN  +  j * -inf 
4.9143075153771239e+251  +  j * 0.0000000000000000e+00 
9.7923382662284930e-257  +  j * 6.7820729325125930e-240 
-9.5747929101407519e-63  +  j * 3.5540031738519702e+94 
4.5922325215948028e+253  +  j * -inf 
9.1010658475134197e+22  +  j * 2.7098258694168795e+28 
inf  +  j * NaN 
-inf  +  j * NaN 
-1.2355032311086034e-198  +  j * -2.3565050414347619e-299 
0.0000000000000000e+00  +  j * 2.6303844094569317e+178 
0.0000000000000000e+00  +  j * 1.5336673252580722e-81 
0.0000000000000000e+00  +  j * 1.1053281291487449e+281 
0.0000000000000000e+00  +  j * -1.0310559695632530e+04 
-1.8747751714023050e+167  +  j * 0.0000000000000000e+00 
-6.3230361707597873e+207  +  j * 1.6719844619379777e+78 
-inf  +  j * 7.4954477297732267e+156 
-1.6698785279476097e+79  +  j * 0.0000000000000000e+00 
-5.6570547526648071e+265  +  j * 2.7824356605726374e+141 
-5.6211343806231973e+199  +  j * 9.5861435244164480e+259 
-inf  +  j * 6.4534414681317767e+250 
2.0263919055718307e+00  +  j * 2.4512584806402060e-07 
inf  +  j * inf 
NaN  +  j * -inf 
-3.3335924306781486e+302  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * 1.6086101467058338e+257 
0.0000000000000000e+00  +  j * 1.2772248328074794e+97 
inf  +  j * NaN 
-8.5920938475126188e+14  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * -8.3024552542901430e+122 
-1.8197201130480512e+250  +  j * 0.0000000000000000e+00 
1.8992644464945924e+196  +  j * 1.9635848048355442e-89 
0.0000000000000000e+00  +  j * -4.5888254839540307e+187 
NaN  +  j * -inf 
NaN  +  j * -inf 
0.0000000000000000e+00  +  j * -1.3692646989832866e+304 
NaN  +  j * inf 
-7.6297140731902377e+158  +  j * -1.2363946089412478e+245 
-4.2862185943640588e+206  +  j * -5.8346578231695079e+213 
NaN  +  j *  NaN 
-2.4921283642050657e+99  +  j * 2.1447488107036473e-09 
0.0000000000000000e+00  +  j * 0.0000000000000000e+00 
0.0000000000000000e+00  +  j * -1.4368041121174836e+58 
-1.1782382961240147e+80  +  j * 1.4352938915285670e-136 
-1.1591139422989004e+276  +  j * 0.0000000000000000e+00 
-5.5297389067006127e+173  +  j * 3.5334842053572650e-98 
0.0000000000000000e+00  +  j * 6.7252398461235877e+238 
1.4434363223436158e+81  +  j * -1.0660341346805954e+171 
NaN  +  j * inf 
-inf  +  j * NaN 
inf  +  j * NaN 
4.1314863216796499e-273  +  j * 0.0000000000000000e+00 
NaN  +  j * inf 
6.9363290281278536e+158  +  j * 0.0000000000000000e+00 
5.9838726596053044e+117  +  j * -1.8313657227000435e+12 
inf  +  j * NaN 
1.5317041896430249e+183  +  j * inf 
0.0000000000000000e+00  +  j * -5.5002101915941462e+96 
