3.4397278698899385e+120   +  j * 1.6055120822807490e+269
3.6919004439619382e+158   +  j * -1.8235619756297390e-187
-4.1414571413260786e+160   +  j * -9.3172940214718088e-226
-6.5260946344166901e-258   +  j * -1.3707850176978699e-140
1.4815801630984994e+178   +  j * 2.6720284459318084e+294
-5.7592385954431702e+101   +  j * -4.5580613959184454e-19
2.3644724724538891e+96   +  j * 6.0966801139742755e-22
2.2696987612847509e+242   +  j * -4.4687751791890668e-169
-5.6271398044735259e-232   +  j * -1.4024161436712602e+77
-3.8873129249927886e+183   +  j * 5.3609533678826320e-212
-8.0947206354845870e+08   +  j * 6.5578960909222800e+63
8.6468204056198178e-65   +  j * -8.7318765304309211e+224
2.1439431281705102e-288   +  j * -3.3242740022451389e+187
4.8160955010708354e-200   +  j * 7.7927566753712744e+24
4.4262073055298259e-116   +  j * 1.2143706603908726e-192
-4.9451736895387991e+299   +  j * -9.7583961847533878e+258
1.2140624946934711e-45   +  j * 9.8926085841664272e+55
1.2684312379250430e-130   +  j * 9.6975070075478418e+12
8.8005061476645572e+268   +  j * -8.8910625679579121e-63
1.4560034392399639e+160   +  j * 3.7033060399265016e+182
-2.2678717280654190e-145   +  j * -7.7129628205089754e-66
-5.5987470866533653e+51   +  j * 6.8773251920615591e-136
9.0987415417185989e+217   +  j * 1.3022675519101716e-211
-6.4728923440075781e-292   +  j * 1.8201606506264869e-189
-6.5446632925328922e-34   +  j * -1.9700572309883427e+85
3.0035579361231033e-226   +  j * -1.2182074216923761e+134
2.0400954502076758e-37   +  j * 2.3768147457579476e+109
1.2558486764483120e+281   +  j * -1.6342281096494827e+303
-2.9187577885811711e-118   +  j * 1.0159739142290865e+270
-9.1867912461479288e+236   +  j * 1.0822859056850602e-106
-8.0381192731511881e-275   +  j * -6.5543991566639803e-78
-6.8218981764522218e-171   +  j * -6.2514354757172524e-201
-6.9703404727184452e-34   +  j * -4.2941745094203350e-191
-6.5561187402512011e+37   +  j * -5.4278702956367921e-259
-5.6674267326894496e-95   +  j * -6.7507579714612871e+140
6.2305800868221470e-285   +  j * -6.7445060560005570e+278
-4.3083131676004749e-221   +  j * 3.2540797454944630e+92
2.2152571078625563e+232   +  j * 7.9168681534759993e-45
3.3687867740616908e+87   +  j * 5.0592715314553898e+04
-4.5539814471739218e+204   +  j * 3.1614908533129943e+298
5.3599822920868667e+257   +  j * 7.5223562095079378e+84
1.6334493887443769e-50   +  j * -3.0183787216263668e-257
-3.2417225890013815e+57   +  j * -8.0375845104744304e-220
3.7746439981961297e+144   +  j * -3.8492658822273482e-97
1.0356855712896865e-280   +  j * 3.6159396616758177e+276
-8.0573166517224220e+119   +  j * 3.4406444751522692e-48
-3.5235291201833154e-206   +  j * 2.4829229858191019e+231
-1.0434872823315634e+28   +  j * -1.7077824521921046e-30
2.1439096100004921e+80   +  j * -2.7704475812153621e+129
1.4480166609649681e-156   +  j * 2.6612639325775288e+263
6.0475367677845002e+174   +  j * 2.7954618911891847e-147
1.0636463941060806e+27   +  j * 2.5146745403781756e+283
-2.1896315640087876e+304   +  j * 8.6576934334940412e-81
-1.8710202786219754e-209   +  j * -6.0748003316252543e+43
5.5478438548803972e+120   +  j * -3.4833554884834873e-193
1.2934784173541851e+303   +  j * 6.0312150901270788e+65
2.7539158200732938e-243   +  j * 8.0013597372684338e-117
3.3344207342448967e+55   +  j * -3.0007942784928702e+87
-8.1341741433534681e-57   +  j * 7.6719871457824028e+98
-1.4654285921482511e-37   +  j * -4.2356955039300501e+105
2.1178738803093814e-118   +  j * 5.1074532214731498e-35
-2.5546499109568822e+244   +  j * -1.6614164185250706e-60
1.1489499717571956e-77   +  j * -2.1626548397209121e-103
6.7843827882940265e+27   +  j * 2.9415385229225346e+98
4.1645026793821230e+96   +  j * 3.8156127219699759e-134
1.3967528529918650e-203   +  j * 5.4457652472877407e-175
2.1197930783558219e-63   +  j * -1.4371791816749393e-17
1.8402133160675715e+21   +  j * -3.6663163960975536e+218
-7.7014645692002907e+100   +  j * 3.5409904140040592e+255
-4.6427815169251620e+162   +  j * 5.9028142206479489e+118
-4.3734182584587165e+52   +  j * 3.5061206649754506e-16
-1.2086508483453854e+136   +  j * -3.1185035204275367e-100
8.0357408624690145e+138   +  j * 1.9512320380691091e-262
3.6769383111376145e+142   +  j * -6.3941175547276706e+39
5.3801444901288309e-94   +  j * -2.9760888284551933e-89
-1.1725132427879675e-27   +  j * 5.8129507164846177e-153
-2.4298752693093983e-166   +  j * -2.3064921097180268e+156
-4.1235572283337115e-193   +  j * 1.3303304155144415e+242
1.1345780444141430e+210   +  j * 9.8274385125493786e+193
5.3784396157267224e+119   +  j * 3.0888860199384330e-73
-4.4367805419759919e-135   +  j * 2.2805591037292772e+267
-6.6865074554176328e+168   +  j * 4.9201271248861243e+145
-3.3565965539010280e-87   +  j * 3.6096745567090722e+87
-1.6276196702554606e-19   +  j * 3.7617806705893511e+114
1.5067221092451670e+224   +  j * -4.0497337806357286e-182
-3.9915334845036362e+204   +  j * -2.6691150370675029e+239
5.5106799309583565e-38   +  j * -4.8346788954699861e+300
2.0846917491225880e-110   +  j * -2.4124573306743349e+73
-3.5839119106951259e+237   +  j * -3.4608183227885879e+141
-1.6380532295435671e-174   +  j * -2.9825899504835118e-16
-6.5720038095894075e-298   +  j * 5.7894267573351596e+101
-1.6522421534984814e-294   +  j * 3.8530897225671236e-94
-8.5728984001722931e+279   +  j * 8.2584569784041687e-26
-1.4588858845549441e-21   +  j * 3.3715742942204954e+275
1.8534137372727783e+53   +  j * 7.3299793291431188e-14
2.1495233493686041e-149   +  j * -6.0098247776783406e-240
4.9621703468421934e-60   +  j * 2.3703892533085329e+156
-1.2735118402594285e-96   +  j * 8.4918179999352908e-49
-1.5515387392722757e-04   +  j * -5.2528215409483827e+281
3.4204343635547442e-39   +  j * 2.6977584743458098e-85
-1.5309849289166987e+292   +  j * -3.3238862184812347e-40
-1.6618551197589957e-22   +  j * 2.9620201769415126e-09
3.2716914916846686e+297   +  j * 4.8375954513633905e+118
1.2010152057021562e+27   +  j * 1.9984496403569545e+145
-1.5497589008040974e+203   +  j * 3.2534064024565312e+153
1.4540454380089871e-149   +  j * 3.8879203615857886e-197
-2.3698301219443952e-201   +  j * -1.4822850187614770e-53
-4.6716544322850186e+00   +  j * -9.6254450510371953e+171
3.1079626306419972e-100   +  j * 1.1851108238258850e-211
2.1874039272701885e+187   +  j * -1.7762257730425119e+70
1.7615945710381555e-135   +  j * 3.4540002779456997e-220
1.4739258425934160e+227   +  j * 1.1923888642895988e-169
9.1730752386640708e+203   +  j * -2.3055319036081436e-107
5.2726232981914326e-225   +  j * -1.3367795394942904e+127
-1.7397002049374324e+288   +  j * -1.1848227273632652e+110
8.2078191254314815e-228   +  j * 1.1022913667605182e-219
-1.0300108248193803e-149   +  j * 2.4585394655771734e+44
-2.3849485487791659e+44   +  j * -6.9866405957443562e-293
-8.3106953158877789e-42   +  j * -1.0053006908186237e+78
-3.4499797505309059e+78   +  j * 2.4735360136283614e-20
-5.3304525888221504e+106   +  j * 6.1269038717067920e+07
6.9984928693269678e-180   +  j * -1.2205877526852039e+08
-7.0811344153014557e-256   +  j * -9.4226329908089700e+55
-1.5378927260233483e-229   +  j * -2.5066416311115798e-11
-2.5691965369178815e+250   +  j * 5.4227870411298341e-87
-6.8134379949611065e-193   +  j * 5.9029862715005921e+161
1.1576070421912429e+204   +  j * 1.1986801936425956e-228
6.0532128275993475e+39   +  j * 4.3080951901105997e-08
-8.9590082100365724e+292   +  j * -1.4363435564728181e-93
-4.2597920167717039e-106   +  j * 2.2211979286491150e+169
-5.4885516502239829e-104   +  j * 6.1965504869140017e+180
3.3475343050009873e-50   +  j * -4.2323039781044459e-06
5.5007142711980746e-108   +  j * -5.8612300120742607e+35
-6.5109771713086575e+276   +  j * 8.7567343866921341e+213
-6.2346301375144828e+145   +  j * -1.5525913643501027e-141
-6.8007235078005509e-195   +  j * -1.3397399520993170e+267
-3.2213761055969992e+213   +  j * 6.8819489195820987e+245
9.5880713031626769e-289   +  j * -4.0907783998956284e-172
-1.1226659785549031e-122   +  j * 1.1018794578423495e+218
4.4454152400556630e+268   +  j * 1.8843793956466938e-29
1.0230359579844431e+28   +  j * 5.0073510800744943e-234
-2.0518435390405397e-249   +  j * -1.1326583562919152e+245
1.6719452115932916e+61   +  j * -3.3325549700365477e-202
-9.7349422479949177e+81   +  j * 9.2818905251485607e-95
9.1594092834030642e-142   +  j * -1.4440701956303054e-53
4.4723645074377875e+92   +  j * 1.1811104040165973e+29
9.0970980437775726e+284   +  j * 5.0982442690517273e+131
-8.0326753561091275e-58   +  j * -1.3225585131840604e+43
4.3292817730520391e-72   +  j * 8.1111641445393331e-230
-3.1764022524872420e+234   +  j * -1.8941356208669664e-19
-4.2950595615413559e+65   +  j * 2.0672396722998112e+221
-4.1267319827720799e-103   +  j * -7.7514673781341292e-78
8.9004233831087437e+72   +  j * -1.7726884889020711e+07
5.8482767218148968e+142   +  j * -3.0507168709880255e-126
1.0563040184052434e+39   +  j * -9.8532361188900933e-194
1.2250619075771780e-184   +  j * -4.6834905576534320e+179
4.5640461179242213e-197   +  j * 3.6897168555948336e-262
-2.8688907193953487e-10   +  j * 2.6866748507317031e+153
1.7234383880884825e-108   +  j * 1.6636822148803625e+12
1.6929218082990941e-238   +  j * 7.1196110841702509e-298
7.0553176867938565e+161   +  j * -2.5130078259581964e+50
1.2052596619903145e-187   +  j * 4.7326317078836270e-65
-1.2664866770765574e+124   +  j * -6.5661167648971873e-56
8.0273098457456814e+214   +  j * 8.9951200649773567e+201
5.1501969930446838e+300   +  j * -8.6891279361466257e+68
