-7.7886373558297233e+260   +  j * -3.6685496429878925e-174
-5.1255036701967785e+97   +  j * 1.1232977031416975e-280
-3.4600134335292526e-260   +  j * -1.1409597181821101e+46
-1.0477387574353831e-42   +  j * -5.6749209594047509e+267
-7.9783963649136559e-202   +  j * -2.4989468478095011e-226
2.9112505221406789e+161   +  j * -9.2636086399432668e-253
8.1717975450571795e+190   +  j * 5.6633161805448102e+144
3.3364359504809942e+255   +  j * -3.9434799185101824e-126
4.6658197759366392e-60   +  j * -2.3641699247898012e-277
-2.9971256642793216e-123   +  j * 1.3299814713773416e-214
-1.4417087200038401e-30   +  j * -3.7564885466805474e+69
-6.6364781304740815e-36   +  j * -2.0469973798993326e+164
-5.8256608549190781e-256   +  j * -1.3734308453791063e+119
2.9135163585008709e-54   +  j * -3.2013935731671442e+254
2.0753463261837177e+73   +  j * -9.2451912902554611e-37
1.6581570922848045e-106   +  j * 3.8333362052827334e+02
-1.0524897411646058e-184   +  j * 7.3792131144314834e-194
-7.7318329628966639e-198   +  j * -4.8523081614618614e+79
8.9880345857318621e+21   +  j * 5.0056564391731172e+271
-1.8852617151765673e-88   +  j * -4.4918520894180761e-243
-1.0053597804591984e+268   +  j * 4.8638253548266766e-123
-4.3678776581304868e+105   +  j * -6.2906625673272270e-169
1.5665163698191854e+171   +  j * 7.8441180140253725e+193
5.8209161228521575e-47   +  j * 2.9856920378082615e+215
1.1712028160299121e+222   +  j * 3.8403120344023878e+286
-5.5819856742599574e+225   +  j * -6.5784426556174684e-285
1.0103610547371334e-249   +  j * 1.3189498823318099e+44
6.7095780515840671e-158   +  j * 4.4755526312437353e+182
-2.7337098204925680e+196   +  j * 7.3391477071445548e+33
-1.9413458209332637e+154   +  j * 1.3468981746055686e+180
9.9337515300159142e-11   +  j * 2.6286008070403306e-11
3.8807392601229124e+211   +  j * 1.2086220665140277e+24
-4.8244676441054415e+46   +  j * 2.6250377003546654e+278
3.6119805023312087e-109   +  j * 1.3810081524248453e+58
1.6742581916596987e+100   +  j * 1.6014752997871481e+201
-1.3133440995492871e+255   +  j * 3.2647026354678810e+08
1.7453179128358174e-34   +  j * 1.0811353514416302e-213
2.3396988651846773e-144   +  j * 3.5006098128122292e-259
-6.3088534786313122e+271   +  j * 7.1888508570761420e+221
7.0088493378029520e+152   +  j * 3.5397226392907830e+103
-3.2112069344357176e+286   +  j * -1.9221875835979386e+164
4.4889651595180948e-279   +  j * -2.1747105106709678e+121
-4.5461154013584931e-120   +  j * -1.2459557962014749e-01
1.6095691804554934e-242   +  j * -1.1107889021406516e-230
1.4189683108011584e-190   +  j * 2.2450833002655053e+33
1.5020655136078395e+167   +  j * 3.1511323336850636e-83
2.0661317766781823e-232   +  j * 8.8001265719578129e+167
3.9176001316154875e+142   +  j * 3.0550314777025314e-303
2.5781521977921822e+274   +  j * -1.6984567116247243e-195
8.0871559755596730e+137   +  j * 5.4603712789116116e-181
-2.4062269757238667e+235   +  j * 9.4362282731575594e+266
-4.3801935995742067e+162   +  j * 7.4404188284196612e+179
-7.5293522846743022e-137   +  j * 7.3864958859814456e-186
-9.9109155853473849e-269   +  j * -8.5834958756442618e+276
-6.9809882357160831e-208   +  j * 6.2045311761462312e+131
-1.3588524461644672e+239   +  j * 7.5944246081113359e+145
-4.5545234986369677e-107   +  j * -3.0314454842577647e+113
-8.6311046726548840e-92   +  j * 4.1435523333254706e+11
-1.5513329629509993e+88   +  j * 2.0679361109138152e+254
-1.8274317998789358e-124   +  j * -4.9065524207004497e+210
7.9979487202126057e-38   +  j * 1.3049282660470415e-277
1.2264217123345924e+189   +  j * -7.9187875335112793e-156
6.5635697459990469e+60   +  j * 6.8819492079708874e+158
-5.4068359994371077e-139   +  j * -1.3530404521467517e-114
5.8069002127571142e-31   +  j * 5.9209088308696431e-32
1.8256228400049865e-297   +  j * -1.4899857286967615e-25
-2.8546914076719442e+80   +  j * 1.2070214993258891e+235
4.4945410309311166e-26   +  j * -2.6537678077438352e+275
4.6966085586284365e-284   +  j * -4.7504528811419207e+266
5.2658153100549223e+233   +  j * -3.5536924288576668e+205
1.9532956471878218e-275   +  j * 9.9715972569261905e-51
4.6414443393321104e+70   +  j * 2.5812375410510453e-13
-1.2305670482350750e+10   +  j * 9.8082796224359490e-147
-2.6764561378131801e+169   +  j * 3.5588086387105348e+268
-3.5026739664278123e-74   +  j * -6.4031393616688624e-264
6.2504007865106225e-96   +  j * -4.2583021792987234e+148
1.0766895997497270e-105   +  j * -1.0803511302671858e-132
-3.3300561282294242e+202   +  j * 1.3351431866069412e-178
-2.5723318448354304e-112   +  j * 4.8901967937010562e-79
7.7433583794045260e+206   +  j * 3.9648534600188047e+198
3.6171211353087462e-180   +  j * 2.1967769280241727e-257
4.3940863472391215e-232   +  j * -1.6968280409917905e-239
-6.4320936458260608e+17   +  j * -2.0333597528157425e-263
2.4813810395057656e-201   +  j * -7.1897911714256172e-186
2.2519606754953352e+214   +  j * -2.2575338923561881e+220
3.9933086961266499e-102   +  j * 7.5700819706964621e+301
1.1566680514190351e+237   +  j * -4.2433458008499924e+293
6.8484011323830524e-100   +  j * 9.8553075030230794e-89
2.2351242608898594e-17   +  j * 1.7525031062764590e+160
6.1191245498752496e+247   +  j * 5.2730645772278775e+70
-5.2629567071131104e+110   +  j * 2.1699661140672397e+263
-3.0537229643496704e-231   +  j * 1.0482505778302963e-75
-2.8275163169528299e+191   +  j * -6.0983318171901432e-196
2.2376419210822910e-210   +  j * 1.6301228163683371e-46
-2.4568494706498540e-89   +  j * -2.7883966333321270e+171
6.5894294093475546e-215   +  j * -3.2228384014553099e-10
